customer_id,age,income,region,education,satisfaction_level,signup_date,total_purchases,total_spent,avg_order_value,last_purchase_date,purchased,product_id,price,rating,first_name,last_name,phone_verified,loyalty_tier,days_since_signup,days_since_last_purchase,customer_numeric_id,customer_id_flag_suffix,region_label,loyalty_tier_label,gender_Female,gender_Male,gender_Other,category_Apparel,category_Beauty,category_Books,category_Electronics,category_Home & Kitchen,category_Sports,category_Toys,education_ordinal,satisfaction_ordinal,income_group,income_group_encoded,age_standard,income_standard,total_spent_standard,avg_order_value_standard,price_standard,purchase_per_day,income_log,income_sqrt,days_since_signup_reciprocal,total_spent_yeojohnson,income_boxcox,income_binned_quantile,frequent_buyer
CUST0127,51.0,42070.54,East,Bachelors,Low,2021-07-06,2,160.89999999999998,80.44999999999999,2024-05-16,1,P037,77.01,4.6,Avery,Johnson,True,Bronze,1061,16,127,0,1,0,True,False,False,True,False,False,False,False,False,False,1,0,Low,0,0.27575875023407465,-0.7906957441245884,-0.7099030828899546,-0.2285968299206964,-0.958061589097375,0.001885014137606032,10.647126781571833,205.11104309617266,0.0009425070599198204,-0.9698856116666044,-0.7680356102079903,Q1,0
CUST0128,50.0,71305.98,North,Masters,High,2021-04-07,4,359.71,89.9275,2023-09-04,1,P029,197.28,2.6,Sam,Clark,False,Platinum,1151,271,128,0,2,2,False,True,False,False,False,False,False,True,False,False,2,2,Very High,3,0.22199203087787547,0.6631232482805418,-0.14341525178300266,-0.1429099890975499,-0.10763123494712658,0.0034752389226759338,11.174749497824049,267.0317958595942,0.0008688097231206801,0.14334714961307532,0.6898178010978792,Q4,0
CUST0129,65.0,42895.58,South,High School,High,2021-08-13,7,440.22,62.88857142857143,2024-05-19,1,P032,69.83,3.6,Avery,Lee,True,Bronze,1023,13,129,0,3,0,True,False,False,False,False,True,False,False,False,False,0,2,Low,0,1.0284928212208633,-0.7496681823196718,0.08598938220130767,-0.38737112004225327,-1.0088314397899734,0.006842619745845552,10.666547381458559,207.11248151668698,0.0009775170969939678,0.4331648625591949,-0.7235181941115532,Q1,1
CUST0130,40.0,43208.02,East,PhD,High,2021-11-10,8,698.2199999999999,87.27749999999999,2024-04-18,1,P021,57.84,4.5,Jordan,Garcia,False,Platinum,934,44,130,0,1,2,True,False,False,False,True,False,False,False,False,False,3,2,Low,0,-0.3156751626841164,-0.7341311763438065,0.8211327875913461,-0.1668688525300309,-1.093612847840705,0.008565310492505354,10.673804548733585,207.86538913441072,0.0010706638000999593,1.1108587955735176,-0.7067241133965803,Q1,1
CUST0131,41.0,71784.66,South,Bachelors,Low,2024-07-09,7,557.33,79.61857142857143,2024-04-29,1,P005,228.93,4.7,Sam,Wilson,True,Gold,-38,33,131,0,3,1,False,True,False,False,False,False,False,False,False,True,1,0,Very High,3,-0.2619084433279172,0.6869270314726025,0.4196818016014141,-0.2361138425987038,0.11616622667135994,-0.18421052631578946,11.181440013640863,267.92659442466703,-0.026315796398893792,0.7769611746347231,0.7120464083609754,Q4,1
CUST0132,54.0,134854.258,North,Bachelors,Low,2021-11-24,3,131.14,65.57,2023-12-08,1,P036,322.89,4.0,Riley,Davis,False,Silver,920,176,132,0,2,3,False,True,False,False,False,False,True,False,False,False,1,0,Very High,3,0.4370589083026722,3.8232499127344077,-0.7947010198837824,-0.363128108364212,0.7805583117795112,0.003260869565217391,11.811957319279735,367.22507811967307,0.0010869565099243857,-1.242472232503915,3.362452809698359,Q4,0
CUST0133,52.0,95979.73,South,Bachelors,High,2024-10-25,4,537.36,134.34,2023-12-29,1,P023,185.73,4.4,Sam,Garcia,True,Bronze,-146,155,133,0,3,0,False,True,False,False,False,False,False,False,False,True,1,2,Very High,3,0.32952546959027385,1.8900986713922203,0.3627794225097897,0.2586270004100199,-0.18930139866572127,-0.0273972602739726,11.47190272113451,309.80595539789095,-0.006849315537624352,0.7234011904211011,1.7866809078534527,Q4,0
CUST0134,61.0,25672.55,Central,Masters,Medium,2023-05-15,2,147.91,73.955,2023-07-12,1,P018,446.32,3.6,Riley,Miller,False,Bronze,383,325,134,0,0,0,False,True,False,False,False,False,False,False,False,True,2,1,Low,0,0.8134259437960665,-1.6061344479467101,-0.7469166985334298,-0.287318648031626,1.6533330570423797,0.005221932114882507,10.153216558031577,160.22655834785942,0.002610965989269818,-1.082591932770266,-1.7159721831140746,Q1,0
CUST-0135A,57.0,56977.35,Central,High School,Medium,2024-05-06,4,403.74,100.935,2024-03-29,1,P040,147.94,4.8,Morgan,Garcia,False,Platinum,26,64,135,1,0,2,False,True,False,False,False,False,False,True,False,False,0,1,High,2,0.5983590663712698,-0.049410389973095575,-0.017956476049190904,-0.04339029504734834,-0.4565148607372095,0.15384615384615385,10.950426650103664,238.69928780790278,0.03846152366864474,0.30852747295205296,0.0026399512050303883,Q3,0
CUST0136,39.0,75333.69,South,Masters,Very High,2021-05-11,4,324.87,81.2175,2024-05-11,1,P037,77.01,4.6,Sam,Wilson,True,Silver,1117,21,136,0,3,3,False,True,False,True,False,False,False,False,False,False,2,3,Very High,3,-0.36944188204031553,0.8634130778127834,-0.24268810544109928,-0.22165780060581738,-0.958061589097375,0.0035810205908683975,11.229695998273714,274.4698344080821,0.0008952551397022817,-0.0012465810636885259,0.8755473837678734,Q4,0
CUST0137,44.0,44590.35,South,Masters,Very High,2023-02-28,3,411.85,137.28333333333333,2024-01-05,1,P035,130.15,3.4,Avery,Miller,False,Platinum,459,148,137,0,3,2,False,True,False,False,False,False,False,False,True,False,2,3,Low,0,-0.10060828525931963,-0.665390715869417,0.005152101538844853,0.28523791413439803,-0.5823081258933824,0.006535947712418301,10.705295173009821,211.1642725462809,0.0021786491900076432,0.3371148363259018,-0.632836785372997,Q1,0
C0138X,52.0,38609.96,Central,High School,Very High,2023-02-21,2,120.13000000000001,60.065000000000005,2024-01-01,1,P026,97.94,2.5,Sam,Lee,True,Platinum,466,152,138,1,0,2,True,False,False,False,False,False,True,False,False,False,0,3,Low,0,0.32952546959027385,-0.9627833517931355,-0.8260728372998456,-0.41289925673998834,-0.8100653530254978,0.004291845493562232,10.561291452974041,196.49417294159133,0.0021459227007312727,-1.358057670500109,-0.9575854483660001,Q1,0
CUST0139,18.0,39324.44,East,Bachelors,High,2024-05-05,5,390.6,78.12,2024-03-20,1,P039,70.18,4.9,Taylor,Clark,True,Bronze,27,73,139,0,1,0,False,True,False,False,False,True,False,False,False,False,1,2,Low,0,-1.4985429885204984,-0.9272537140078441,-0.05539750064928819,-0.24966254758019837,-1.0063565863439554,0.18518518518518517,10.579626916675073,198.30390818135683,0.03703702331962099,0.26105774273874405,-0.9180625960212082,Q1,1
CUST0140,52.0,25984.7,Central,Masters,Medium,2023-08-17,4,125.74,31.435,2024-05-07,1,P025,437.3,3.5,Jamie,Garcia,False,Bronze,289,25,140,0,0,0,False,True,False,False,False,True,False,False,False,False,2,1,Low,0,0.32952546959027385,-1.5906118630812431,-0.8100877423221785,-0.671745392616188,1.5895525482335726,0.01384083044982699,10.165301665698138,161.197704698299,0.0034602074927263847,-1.2979940758278687,-1.6965342293205852,Q1,0
CUST0141,54.0,79294.68,West,Bachelors,Medium,2023-12-20,3,163.44,54.48,2023-04-12,1,P016,16.58,3.5,Sam,Johnson,True,Gold,164,416,141,0,4,1,True,False,False,False,False,True,False,False,False,False,1,1,Very High,3,0.4370589083026722,1.0603850573939624,-0.7026656245578201,-0.46339369155900956,-1.3853627140770004,0.018292682926829267,11.280938929468162,281.59311071118196,0.00609756060380728,-0.9488360303968785,1.0554302928218515,Q4,0
CUST0142,64.0,49066.89,Central,Bachelors,High,2022-05-30,7,706.86,100.98,2024-05-21,1,P039,70.18,4.9,Jamie,Smith,True,Platinum,733,11,142,0,0,2,True,False,False,False,False,True,False,False,False,False,1,2,Mid,1,0.974726101864664,-0.4427814829568539,0.8457515434927803,-0.04298344642302318,-1.0063565863439554,0.009549795361527967,10.800960128363222,221.5104737930015,0.0013642564616063238,1.129232362489667,-0.3979402883585773,Q2,1
CUST0143,31.0,46935.51,East,Bachelors,High,2024-02-08,7,464.56,66.36571428571429,2024-01-07,1,P031,126.52,3.6,Jordan,Smith,True,Bronze,114,146,143,0,1,0,False,True,False,False,False,True,False,False,False,False,1,2,Mid,1,-0.7995756368899091,-0.5487706770320052,0.15534360889585622,-0.35593399141979576,-0.6079758916335122,0.06140350877192982,10.756551116406557,216.6460477368558,0.008771929055093943,0.5110940869780848,-0.5089737388520952,Q2,1
CUST0144,20.0,16766.23,West,Bachelors,Low,2021-01-24,7,617.99,88.28428571428572,2024-02-21,1,P036,322.89,4.0,Riley,Garcia,False,Gold,1224,101,144,0,4,1,False,True,False,False,False,False,True,False,False,False,1,0,Low,0,-1.3910095498081,-2.049027634039947,0.5925259836593976,-0.15776642180008957,0.7805583117795112,0.005718954248366013,9.72718166526485,129.48447783421764,0.0008169934573775045,0.9293625925946835,-2.3045021161682993,Q1,1
CUST0145,18.0,29193.25,North,Bachelors,Medium,2024-10-25,3,87.77,43.885,2024-03-23,1,P039,70.18,4.9,Riley,Clark,False,Platinum,-146,70,145,0,2,2,True,False,False,False,False,True,False,False,False,False,1,1,Low,0,-1.4985429885204984,-1.431057194908591,-0.9182791962084568,-0.5591839398862305,-1.0063565863439554,-0.02054794520547945,10.281727051057297,170.8603230712151,-0.006849315537624352,-1.765370407415528,-1.5004511152480735,Q1,0
CUST0146,22.0,81377.02,North,PhD,Low,2021-08-23,4,386.94,96.735,2023-11-13,1,P021,57.84,4.5,Jamie,Miller,False,Bronze,1013,201,146,0,2,0,False,True,False,False,True,False,False,False,False,False,3,0,Very High,3,-1.2834761110957016,1.1639355919727106,-0.06582627919086788,-0.08136283331769552,-1.093612847840705,0.003948667324777887,11.306860490957408,285.26657708185866,0.0009871668214494886,0.2475715550333342,1.1489557798880807,Q4,0
CUST0147,43.0,60455.9,East,High School,High,2024-10-28,4,332.65,83.1625,2023-12-31,1,P002,400.36,3.0,Drew,Brown,False,Platinum,-149,153,147,0,1,2,False,True,False,True,False,False,False,False,False,False,0,2,High,2,-0.1543750046155188,0.12357082926050826,-0.2205198275576323,-0.20407289895443048,1.3283494445309851,-0.026845637583892617,11.009685993449613,245.87781518469697,-0.006711409846403346,0.03224906110160096,0.17364220723751322,Q3,0
CUST0148,31.0,75997.01,Central,Masters,Very High,2024-01-05,3,321.61,107.20333333333333,2023-08-11,1,P004,193.03,4.5,Jamie,Johnson,True,Gold,148,295,148,0,0,1,True,False,False,False,False,False,False,True,False,False,2,3,Very High,3,-0.7995756368899091,0.8963986328118585,-0.25197712676501993,0.013282211474387996,-0.13768302679163108,0.02027027027027027,11.23846243471513,275.6755520534964,0.006756756300219169,-0.01550382250489175,0.9058575368096741,Q4,0
CUST0149,56.0,73719.86,South,Bachelors,High,2022-07-01,4,296.61,74.1525,2024-05-16,1,P025,437.3,3.5,Casey,Garcia,False,Bronze,701,16,149,0,3,0,False,True,False,False,False,True,False,False,False,False,1,2,Very High,3,0.5445923470150705,0.7831605930028003,-0.32321195286870585,-0.2855330346248656,1.5895525482335726,0.005706134094151213,11.20804107747806,271.51401437126594,0.0014265335031878245,-0.12952296073734967,0.8014809160698403,Q4,0
CUST-0150A,44.0,36988.83,East,Bachelors,Medium,2024-08-05,2,282.15999999999997,141.07999999999998,2023-11-04,1,P040,147.94,4.8,Sam,Davis,True,Gold,-65,210,150,1,1,1,False,True,False,False,False,False,False,True,False,False,1,1,Low,0,-0.10060828525931963,-1.0433988507614331,-0.36438568235663643,0.3195638832533863,-0.4565148607372095,-0.03076923076923077,10.518398288979226,192.32480339259416,-0.015384617751479654,-0.19956212996372158,-1.0480527073237902,Q1,0
CUST0151,26.0,98737.26,West,Masters,Very High,2022-11-28,2,98.56,49.28,2023-06-06,0,P014,492.89,3.7,Sam,Wilson,True,Gold,551,361,151,0,4,1,True,False,False,False,True,False,False,False,False,False,2,3,Very High,3,-1.068409233670905,2.027225031937056,-0.8875342452621058,-0.5104073103699155,1.9826299855596912,0.003629764065335753,11.50022778961991,314.2248557959729,0.0018148819997299093,-1.616063900671745,1.9038638669473242,Q4,0
CUST0152,32.0,90095.19,West,Masters,High,2021-08-17,6,522.87,87.145,2024-01-11,1,P031,126.52,3.6,Taylor,Lee,True,Bronze,1019,142,152,0,4,0,True,False,False,False,False,True,False,False,False,False,2,2,Very High,3,-0.7458089175337098,1.5974724610951399,0.3214917173000933,-0.16806679570165486,-0.6079758916335122,0.005888125613346418,11.408633156353835,300.1586080724656,0.0009813542592605078,0.6833682410184846,1.5333105737379729,Q4,1
CUST0153,45.8,44852.2,North,Bachelors,Low,2022-08-25,3,190.39,63.46333333333333,2023-06-14,1,P021,57.84,4.5,Riley,Brown,False,Platinum,646,353,153,0,2,2,True,False,False,False,True,False,False,False,False,False,1,0,Low,0,-0.003828190418161247,-0.6523694477386387,-0.6258744820180467,-0.3821746513696559,-1.093612847840705,0.0046439628482972135,10.711150213882641,211.78337989559049,0.001547987592136415,-0.742423225485726,-0.6189153496957294,Q1,0
CUST0154,43.0,54694.308,West,Bachelors,Medium,2023-06-10,3,570.02,190.00666666666666,2024-01-06,1,P035,130.15,3.4,Sam,Davis,False,Bronze,357,147,154,0,4,0,False,True,False,False,False,False,False,False,True,False,1,1,Mid,1,-0.1543750046155188,-0.16294142696308428,0.4558405993316449,0.7619138171677955,-0.5823081258933824,0.008403361344537815,10.909533207765753,233.86814233665945,0.0028011203697165163,0.8100769263561635,-0.1112267355030672,Q2,0
CUST0155,59.0,134854.258,East,Bachelors,Medium,2021-11-20,1,61.47,61.47,2023-04-09,1,P010,445.76,4.4,Jamie,Brown,False,Bronze,924,419,155,0,1,0,True,False,False,False,False,False,False,False,False,True,1,1,Very High,3,0.7058925050836682,3.8232499127344077,-0.9932182332695344,-0.4001965385805032,1.649373291528751,0.0010822510822510823,11.811957319279735,367.22507811967307,0.0010822510705384085,-2.215390149838199,3.362452809698359,Q4,0
CUST0156,30.0,59289.33,West,Bachelors,Low,2023-07-19,5,514.1600000000001,102.83200000000002,2024-01-05,1,P036,322.89,4.0,Taylor,Smith,True,Silver,318,148,156,0,4,3,False,True,False,False,False,False,True,False,False,False,1,0,High,2,-0.8533423562461082,0.06555967492282588,0.29667350388556935,-0.026239365261908034,0.7805583117795112,0.015723270440251572,10.990201502548633,243.49400403295354,0.0031446539891618244,0.658805374478473,0.11661854277347578,Q3,1
CUST0157,68.0,44781.06,North,High School,Very High,2021-01-07,5,283.15,70.7875,2024-04-11,1,P034,369.95,3.9,Jamie,Miller,False,Gold,1241,51,157,0,2,1,True,False,False,False,False,False,False,False,True,False,0,3,Low,0,1.1897929792894608,-0.6559070953033649,-0.36156478324293045,-0.3159562706438462,1.113320035121248,0.0040290088638195,10.709562891774423,211.61535861085318,0.0008058017662707352,-0.19465861911552174,-0.6226952358493308,Q1,1
CUST0158,18.0,51012.6,South,Bachelors,Medium,2022-06-24,4,250.66,62.665,2024-05-30,1,P031,126.52,3.6,Jamie,Moore,True,Platinum,708,2,158,0,3,2,True,False,False,False,False,True,False,False,False,False,1,1,Mid,1,-1.4985429885204984,-0.3460252804946168,-0.45414156324728067,-0.3893924473345354,-0.6079758916335122,0.005649717514124294,10.839847542823893,225.8596909587897,0.0014124293585815063,-0.3645584565116936,-0.2977867190184718,Q2,0
CUST0159,56.0,40084.16,North,Bachelors,Very High,2023-10-23,4,291.53999999999996,72.88499999999999,2024-02-04,1,P003,150.9,5.0,Alex,Smith,False,Bronze,222,118,159,0,2,0,True,False,False,True,False,False,False,False,False,False,1,3,Low,0,0.5445923470150705,-0.8894743830003399,-0.3376583756025335,-0.29699260421002405,-0.43558467159374276,0.018018018018018018,10.59876146998711,200.2102894458724,0.004504504301598905,-0.15372954236225647,-0.8762633554870233,Q1,0
CUST0160,66.0,71589.42,West,Masters,Medium,2022-01-01,4,234.7,78.23333333333333,2024-02-27,1,P032,69.83,3.6,Casey,Smith,False,Bronze,882,95,160,0,4,0,True,False,False,False,False,True,False,False,False,False,2,1,Very High,3,1.0822595405770625,0.6772181432165275,-0.49961787623187376,-0.24863789178560172,-1.0088314397899734,0.0045351473922902496,11.178716545114186,267.5619928166181,0.0011337868352178364,-0.4556439064512181,0.7029851599866764,Q4,0
C0161X,69.0,56145.4,East,Bachelors,Low,2023-11-06,3,499.85,166.61666666666667,2024-01-08,1,P035,130.15,3.4,Taylor,Moore,False,Silver,208,145,161,1,1,3,False,True,False,False,False,False,False,False,True,False,1,0,Mid,1,1.24355969864566,-0.09078157202923853,0.2558986894238193,0.5504429433241242,-0.5823081258933824,0.014423076923076924,10.93571784413079,236.9502057395182,0.004807692076553265,0.6175980975057753,-0.038698634205644865,Q2,0
CUST0162,49.0,72127.25,Central,Bachelors,Medium,2021-08-06,6,435.0,72.5,2024-03-10,1,P022,414.28,2.6,Avery,Brown,True,Bronze,1030,83,162,0,0,0,True,False,False,False,False,False,False,False,False,True,1,1,Very High,3,0.1682253115216763,0.7039633356502741,0.07111555051085797,-0.3004734202181391,1.4267779015840443,0.005825242718446602,11.186201063453778,268.5651690000027,0.000970873776981808,0.4159319599622838,0.7279291605307436,Q4,1
CUST0163,21.0,76999.66,North,Bachelors,High,2024-07-04,9,1163.1200000000001,129.23555555555558,2024-05-27,1,P037,77.01,4.6,Alex,Lee,False,Bronze,-33,5,163,0,2,0,True,False,False,True,False,False,False,False,False,False,1,2,Very High,3,-1.3372428304519008,0.946258378816537,2.1458156138154902,0.2124773070729897,-0.958061589097375,-0.2727272727272727,11.251569272227657,277.48812587208124,-0.030303039485769543,1.886790148664877,0.9515290886165316,Q4,1
CUST0164,47.0,15862.18,South,Bachelors,Medium,2022-09-04,5,420.89,84.178,2023-11-26,1,P015,377.41,2.9,Jamie,Clark,False,Silver,636,188,164,0,3,3,False,True,False,True,False,False,False,False,False,False,1,1,Low,0,0.06069187280927792,-2.093984202509033,0.030910614657937582,-0.19489168166549295,1.166069768570661,0.007861635220125786,9.671755979504134,125.94514679018005,0.0015723270193030343,0.36837076580397715,-2.3687648007411144,Q1,1
CUST-0165A,54.6,41130.6,East,Masters,Very High,2024-08-01,4,170.13,42.5325,2023-11-23,1,P039,70.18,4.9,Jordan,Smith,False,Bronze,-61,191,165,1,1,0,False,True,False,False,False,True,False,False,False,False,2,3,Low,0,0.4693189399163918,-0.8374370493254433,-0.6836031850924738,-0.5714120013173363,-1.0063565863439554,-0.06557377049180328,10.62453196151331,202.8068046195689,-0.01639344531040087,-0.8948097394865051,-0.81906039991863,Q1,0
CUST0166,40.0,43767.47,South,Bachelors,High,2023-11-06,6,427.95,85.59,2024-05-01,1,P034,369.95,3.9,Morgan,Johnson,False,Silver,208,31,166,0,3,3,False,True,False,False,False,False,False,False,True,False,1,2,Low,0,-0.3156751626841164,-0.7063108652658457,0.0510273295496185,-0.1821256759422238,1.113320035121248,0.028846153846153848,10.686668974125048,209.20676375299152,0.004807692076553265,0.3923502531144182,-0.6767399716652471,Q1,1
CUST0167,56.0,65455.588,South,Masters,High,2024-06-01,4,283.5,70.875,2023-10-19,1,P027,171.78,3.4,Avery,Johnson,True,Bronze,0,226,167,0,3,0,True,False,False,False,False,False,False,False,False,True,2,2,High,2,0.5445923470150705,0.37219514859690356,-0.3605674956774788,-0.31516517609654726,-0.2879419860141536,0.0,11.08914242326254,255.84289710679874,99999.99999999999,-0.1929288587270869,0.414548028519268,Q3,0
CUST0168,62.0,57682.1,West,High School,Medium,2022-02-12,4,1314.25,328.5625,2023-10-12,0,P038,242.83,2.9,Sam,Wilson,True,Silver,840,233,168,0,4,3,True,False,False,False,False,False,False,False,True,False,0,1,High,2,0.8671926631522657,-0.014364605305667421,2.576444384577492,2.01460826569871,0.21445326352750413,0.004761904761904762,10.962719515313522,240.17098076162324,0.0011904761763038552,2.07668503736598,0.037522288313345344,Q3,0
CUST0169,39.0,69626.09,West,Bachelors,Low,2021-11-10,4,391.79999999999995,97.94999999999999,2024-05-16,1,P031,126.52,3.6,Sam,Brown,False,Gold,934,16,169,0,4,1,True,False,False,False,False,True,False,False,False,False,1,0,High,2,-0.36944188204031553,0.5795857339776459,-0.05197822899631146,-0.07037792046091662,-0.6079758916335122,0.004282655246252677,11.150908994732376,263.86756147734417,0.0010706638000999593,0.26545391211513675,0.6114653995524154,Q3,0
CUST0170,60.0,21147.55,East,Bachelors,Low,2023-02-05,4,388.40000000000003,97.10000000000001,2023-11-23,1,P025,437.3,3.5,Riley,Davis,False,Silver,482,191,170,0,1,3,False,True,False,False,False,True,False,False,False,False,1,0,Low,0,0.7596592244398673,-1.8311534981348792,-0.06166616534641252,-0.07806283892039145,1.5895525482335726,0.008298755186721992,9.9593266242046,145.42197220502823,0.002074688753637163,0.2529654316505648,-2.0060084186854428,Q1,0
CUST0171,46.0,57577.88,Central,Bachelors,High,2021-11-27,7,1610.88,230.1257142857143,2024-04-02,1,P015,377.41,2.9,Casey,Brown,True,Bronze,917,60,171,0,0,0,True,False,False,True,False,False,False,False,False,False,1,2,High,2,0.006925153453078743,-0.019547254015194776,3.4216598432629466,1.1246333579021208,1.166069768570661,0.007633587786259542,10.960911112778657,239.9539122414969,0.0010905125290020445,2.3966662385020117,0.0323715763911039,Q3,1
CUST0172,53.0,72609.27,East,Masters,Low,2024-01-10,2,99.89,49.945,2024-05-16,1,P027,171.78,3.4,Avery,Lee,False,Bronze,143,16,172,0,1,0,True,False,False,False,False,False,False,False,False,True,2,0,Very High,3,0.38329218894647304,0.7279332102517553,-0.8837445525133898,-0.5043949918104439,-0.2879419860141536,0.013986013986013986,11.192861650863454,269.461073255489,0.006993006503985559,-1.59871487631211,0.7502392711426186,Q4,0
CUST0173,30.0,70515.37,Central,Masters,Medium,2023-12-23,3,330.98999999999995,110.32999999999998,2024-01-30,1,P039,70.18,4.9,Sam,Garcia,False,Platinum,161,123,173,0,0,2,True,False,False,False,False,True,False,False,False,False,2,1,Very High,3,-0.8533423562461082,0.623807820375731,-0.22524982001091712,0.041550656631201846,-1.0063565863439554,0.018633540372670808,11.163600160428002,265.5473027541421,0.006211179738436041,0.0251636397920688,0.6530096394790863,Q4,0
CUST0174,49.0,48557.512,South,High School,High,2021-01-02,4,302.61,75.6525,2024-01-28,1,P004,193.03,4.5,Jordan,Davis,True,Silver,1246,125,174,0,3,3,False,True,False,False,False,False,False,True,False,False,0,2,Mid,1,0.1682253115216763,-0.46811181527657736,-0.3061155946038212,-0.27197141381402734,-0.13768302679163108,0.0032102728731942215,10.79052478275977,220.35769103891064,0.000802568211857398,-0.10136717419789887,-0.42434766732814644,Q2,0
CUST0175,24.0,55234.01,North,Bachelors,Medium,2024-05-11,4,408.58000000000004,102.14500000000001,2024-03-22,1,P037,77.01,4.6,Jamie,Brown,True,Bronze,21,71,175,0,2,0,False,True,False,True,False,False,False,False,False,False,1,1,Mid,1,-1.1759426723833033,-0.1361031437753149,-0.004165413715517215,-0.032450587593272066,-0.958061589097375,0.19047619047619047,10.919352270350986,235.0191694309211,0.04761902494332146,0.3256516781623526,-0.08418752404689335,Q2,0
CUST0176,68.0,56108.24,East,Bachelors,High,2022-10-26,3,245.26000000000002,81.75333333333334,2023-12-31,1,P036,322.89,4.0,Jordan,Johnson,True,Platinum,584,153,176,0,1,2,True,False,False,False,False,False,True,False,False,False,1,2,Mid,1,1.1897929792894608,-0.09262946327896078,-0.4695282856856767,-0.2168132882828345,0.7805583117795112,0.005136986301369863,10.935055783830617,236.8717796614869,0.0017123287378025902,-0.3947593790612835,-0.04054916873260229,Q2,0
CUST0177,39.0,57906.10400000001,East,High School,Medium,2023-09-28,2,116.74000000000001,58.370000000000005,2023-09-22,1,P036,322.89,4.0,Jordan,Smith,True,Platinum,247,253,177,0,1,2,False,True,False,False,False,False,True,False,False,False,0,1,High,2,-0.36944188204031553,-0.0032253418098989075,-0.8357322797195054,-0.4282238882562356,0.7805583117795112,0.008097165991902834,10.966595350335275,240.63687165519752,0.004048582832041181,-1.3956205136387434,0.04858384914576909,Q3,0
CUST0178,45.0,38790.41,Central,High School,Very High,2021-02-09,4,270.99,67.7475,2024-02-28,1,P025,437.3,3.5,Sam,Smith,False,Silver,1208,94,178,0,0,3,True,False,False,False,False,True,False,False,False,False,0,3,Low,0,-0.04684156590312044,-0.9538099401673993,-0.3962134026597632,-0.343441155487145,1.5895525482335726,0.0033112582781456954,10.565954109348016,196.9528116072477,0.0008278145626836543,-0.2560215295781178,-0.947583769770415,Q1,0
CUST0179,19.0,59156.99,South,Bachelors,High,2021-08-18,2,136.67000000000002,68.33500000000001,2024-01-30,1,P030,384.12,4.8,Sam,Clark,True,Gold,1018,123,179,0,3,1,True,False,False,False,False,False,False,False,True,False,1,2,High,2,-1.4447762691642991,0.05897867578428375,-0.778943876349647,-0.33812952066956664,1.213516244635749,0.0019646365422396855,10.98796694058832,243.22210014717,0.000982318261470351,-1.1877609798668536,0.11012925650700706,Q3,0
CUST-0180A,59.0,42112.44,South,High School,Medium,2023-01-14,3,220.96,73.65333333333334,2024-03-25,1,P017,336.17,3.8,Riley,Wilson,True,Silver,504,68,180,1,3,3,True,False,False,False,True,False,False,False,False,False,0,1,Low,0,0.7058925050836682,-0.7886121423117962,-0.5387685366584595,-0.29004604066136125,0.8744613225312807,0.005952380952380952,10.648122208629244,205.2131574729067,0.0019841269447593863,-0.5387815486231103,-0.7657687512552743,Q1,0
CUST0181,62.0,67399.09,Central,High School,Low,2022-09-22,5,520.16,104.032,2024-05-06,1,P005,228.93,4.7,Taylor,Lee,True,Gold,618,26,181,0,0,1,True,False,False,False,False,False,False,False,False,True,0,0,High,2,0.8671926631522657,0.46884155170824193,0.3137698621504536,-0.015390068613237651,0.11616622667135994,0.008090614886731391,11.11840163221108,259.6133471145118,0.0016181229511630592,0.6757668283885095,0.5067499217673447,Q3,1
CUST0182,23.0,63402.09,South,High School,Very High,2022-05-06,5,365.11,73.022,2024-02-26,1,P038,242.83,2.9,Drew,Wilson,False,Silver,757,96,182,0,3,3,True,False,False,False,False,False,False,False,True,False,0,3,High,2,-1.2297093917395026,0.2700788680392666,-0.1280285293446064,-0.2957539761759673,0.21445326352750413,0.0066050198150594455,11.057267877407998,251.7977164312655,0.0013210039455613747,0.16458512260131092,0.3162668103689333,Q3,1
CUST0183,45.0,79612.66,West,Bachelors,High,2021-04-29,5,176.26,35.251999999999995,2023-11-20,1,P023,185.73,4.4,Jordan,Clark,True,Bronze,1129,194,183,0,4,0,False,True,False,False,False,False,False,False,False,True,1,2,Very High,3,-0.04684156590312044,1.0761975563064126,-0.66613640573185,-0.6372355881928751,-0.18930139866572127,0.0044286979627989375,11.2849409651497,282.15715479143887,0.0008857395847144412,-0.8470048439734844,1.0697572731670946,Q4,1
C0184X,45.0,72248.57,North,Masters,Medium,2022-05-09,5,511.52,102.304,2023-12-27,1,P033,75.33,3.8,Avery,Lee,True,Platinum,754,157,184,1,2,2,False,True,False,False,False,False,False,True,False,False,2,1,Very High,3,-0.04684156590312044,0.709996332593662,0.2891511062490198,-0.031013055787323284,-0.9699408856382616,0.006631299734748011,11.187881654399874,268.79094106758885,0.001326259929359948,0.6512840106891586,0.7335484427817556,Q4,1
CUST0185,61.0,59090.71,East,Bachelors,Very High,2024-03-07,2,212.73,106.365,2024-05-24,1,P010,445.76,4.4,Avery,Johnson,True,Gold,86,8,185,0,1,1,False,True,False,False,False,False,False,False,False,True,1,3,High,2,0.8134259437960665,0.05568270613865466,-0.5622190414117929,0.00570277228788612,1.649373291528751,0.023255813953488372,10.98684592282775,243.08580789507232,0.011627905624662135,-0.5909042227307296,0.10687764862450637,Q3,0
